event_id,discipline,division_label,division_gender,division_class,division_age_band,event_name,place,rider_name,nationality,score_or_time,notes,sources,confidence,citation_status
fis-snowboard-world-championships--2015,halfpipe,,women,open,,,3,GRIMAL Clemence,FRA,80.25,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=11708""}",verified,live-source
fis-snowboard-world-championships--2015,parallel-giant-slalom,,men,open,,,1,SOBOLEV Andrey,RUS,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=11813""}",verified,live-source
fis-snowboard-world-championships--2015,parallel-giant-slalom,,men,open,,,2,KOSIR Zan,SLO,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=11813""}",verified,live-source
fis-snowboard-world-championships--2015,parallel-giant-slalom,,men,open,,,3,KARL Benjamin,AUT,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=11813""}",verified,live-source
fis-snowboard-world-championships--2015,parallel-giant-slalom,,women,open,,,1,RIEGLER Claudia,AUT,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=11812""}",verified,live-source
fis-snowboard-world-championships--2015,parallel-giant-slalom,,women,open,,,2,ZAVARZINA Alena,RUS,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=11812""}",verified,live-source
fis-snowboard-world-championships--2015,parallel-giant-slalom,,women,open,,,3,TAKEUCHI Tomoka,JPN,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=11812""}",verified,live-source
fis-snowboard-world-championships--2015,parallel-slalom,,men,open,,,1,FISCHNALLER Roland,ITA,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=11715""}",verified,live-source
fis-snowboard-world-championships--2015,parallel-slalom,,men,open,,,2,SOBOLEV Andrey,RUS,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=11715""}",verified,live-source
fis-snowboard-world-championships--2015,parallel-slalom,,men,open,,,3,MARGUC Rok,SLO,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=11715""}",verified,live-source
fis-snowboard-world-championships--2015,parallel-slalom,,women,open,,,1,LEDECKA Ester,CZE,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=11714""}",verified,live-source
fis-snowboard-world-championships--2015,parallel-slalom,,women,open,,,2,DUJMOVITS Julia,AUT,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=11714""}",verified,live-source
fis-snowboard-world-championships--2015,parallel-slalom,,women,open,,,3,KREINER Marion,AUT,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=11714""}",verified,live-source
fis-snowboard-world-championships--2015,slopestyle,,men,open,,,1,STASSEL Ryan,USA,97.50,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=11713""}",verified,live-source
fis-snowboard-world-championships--2015,slopestyle,,men,open,,,2,TONTERI Roope,FIN,93.75,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=11713""}",verified,live-source
fis-snowboard-world-championships--2015,slopestyle,,men,open,,,3,MACK Kyle,USA,92.75,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=11713""}",verified,live-source
fis-snowboard-world-championships--2015,slopestyle,,women,open,,,1,ONITSUKA Miyabi,JPN,92.50,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=11712""}",verified,live-source
fis-snowboard-world-championships--2015,slopestyle,,women,open,,,2,GASSER Anna,AUT,89.50,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=11712""}",verified,live-source
fis-snowboard-world-championships--2015,slopestyle,,women,open,,,3,MEDLOVA Klaudia,SVK,84.25,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=11712""}",verified,live-source
fis-snowboard-world-championships--2017,big-air,,men,open,,,1,SANDBECH Staale,NOR,188.25,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13341""}",verified,live-source
fis-snowboard-world-championships--2017,big-air,,men,open,,,2,CORNING Chris,USA,182.75,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13341""}",verified,live-source
fis-snowboard-world-championships--2017,big-air,,men,open,,,3,KLEVELAND Marcus,NOR,177.25,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13341""}",verified,live-source
fis-snowboard-world-championships--2017,big-air,,women,open,,,1,GASSER Anna,AUT,189.50,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13340""}",verified,live-source
fis-snowboard-world-championships--2017,big-air,,women,open,,,2,RUKAJARVI Enni,FIN,165.25,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13340""}",verified,live-source
fis-snowboard-world-championships--2017,big-air,,women,open,,,3,NORENDAL Silje,NOR,162.75,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13340""}",verified,live-source
fis-snowboard-world-championships--2017,boardercross,,men,open,,,1,VAULTIER Pierre,FRA,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13331""}",verified,live-source
fis-snowboard-world-championships--2017,boardercross,,men,open,,,2,EGUIBAR Lucas,ESP,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13331""}",verified,live-source
fis-snowboard-world-championships--2017,boardercross,,men,open,,,3,PULLIN Alex,AUS,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13331""}",verified,live-source
fis-snowboard-world-championships--2017,boardercross,,women,open,,,1,JACOBELLIS Lindsey,USA,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13330""}",verified,live-source
fis-snowboard-world-championships--2017,boardercross,,women,open,,,2,TRESPEUCH Chloe,FRA,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13330""}",verified,live-source
fis-snowboard-world-championships--2017,boardercross,,women,open,,,3,MOIOLI Michela,ITA,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13330""}",verified,live-source
fis-snowboard-world-championships--2017,halfpipe,,men,open,,,1,JAMES Scotty,AUS,97.50,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13327""}",verified,live-source
fis-snowboard-world-championships--2017,halfpipe,,men,open,,,2,PODLADTCHIKOV Iouri,SUI,93.25,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13327""}",verified,live-source
fis-snowboard-world-championships--2017,halfpipe,,men,open,,,3,BURGENER Patrick,SUI,90.50,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13327""}",verified,live-source
fis-snowboard-world-championships--2017,halfpipe,,women,open,,,1,CAI Xuetong,CHN,90.75,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13326""}",verified,live-source
fis-snowboard-world-championships--2017,halfpipe,,women,open,,,2,MATSUMOTO Haruna,JPN,84.75,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13326""}",verified,live-source
fis-snowboard-world-championships--2017,halfpipe,,women,open,,,3,GRIMAL Clemence,FRA,79.00,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13326""}",verified,live-source
fis-snowboard-world-championships--2017,parallel-giant-slalom,,men,open,,,1,PROMMEGGER Andreas,AUT,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13335""}",verified,live-source
fis-snowboard-world-championships--2017,parallel-giant-slalom,,men,open,,,2,KARL Benjamin,AUT,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13335""}",verified,live-source
fis-snowboard-world-championships--2017,parallel-giant-slalom,,men,open,,,3,GALMARINI Nevin,SUI,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13335""}",verified,live-source
fis-snowboard-world-championships--2017,parallel-giant-slalom,,women,open,,,1,LEDECKA Ester,CZE,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13334""}",verified,live-source
fis-snowboard-world-championships--2017,parallel-giant-slalom,,women,open,,,2,KUMMER Patrizia,SUI,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13334""}",verified,live-source
fis-snowboard-world-championships--2017,parallel-giant-slalom,,women,open,,,3,TUDEGESHEVA Ekaterina,RUS,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13334""}",verified,live-source
fis-snowboard-world-championships--2017,parallel-slalom,,men,open,,,1,PROMMEGGER Andreas,AUT,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13337""}",verified,live-source
fis-snowboard-world-championships--2017,parallel-slalom,,men,open,,,2,KARL Benjamin,AUT,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13337""}",verified,live-source
fis-snowboard-world-championships--2017,parallel-slalom,,men,open,,,3,SOBOLEV Andrey,RUS,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13337""}",verified,live-source
fis-snowboard-world-championships--2017,parallel-slalom,,women,open,,,1,ULBING Daniela,AUT,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13336""}",verified,live-source
fis-snowboard-world-championships--2017,parallel-slalom,,women,open,,,2,LEDECKA Ester,CZE,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13336""}",verified,live-source
fis-snowboard-world-championships--2017,parallel-slalom,,women,open,,,3,ZAVARZINA Alena,RUS,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13336""}",verified,live-source
fis-snowboard-world-championships--2017,slopestyle,,men,open,,,1,SMITS Seppe,BEL,91.40,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13325""}",verified,live-source
fis-snowboard-world-championships--2017,slopestyle,,men,open,,,2,HUBER Nicolas,SUI,83.25,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13325""}",verified,live-source
fis-snowboard-world-championships--2017,slopestyle,,men,open,,,3,CORNING Chris,USA,82.50,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13325""}",verified,live-source
fis-snowboard-world-championships--2017,slopestyle,,women,open,,,1,BLOUIN Laurie,CAN,78.00,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13324""}",verified,live-source
fis-snowboard-world-championships--2017,slopestyle,,women,open,,,2,SADOWSKI SYNNOTT Zoi,NZL,77.50,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13324""}",verified,live-source
fis-snowboard-world-championships--2017,slopestyle,,women,open,,,3,ONITSUKA Miyabi,JPN,77.40,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13324""}",verified,live-source
fis-snowboard-world-championships--2017,team,,men,open,,Snowboard Cross Team,1,USA 1 (KEARNEY Hagen / BAUMGARTNER Nick),USA,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13333""}",verified,live-source
fis-snowboard-world-championships--2017,team,,men,open,,Snowboard Cross Team,2,SPAIN 1 (EGUIBAR Lucas / HERNANDEZ Regino),ESP,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13333""}",verified,live-source
fis-snowboard-world-championships--2017,team,,men,open,,Snowboard Cross Team,3,CANADA 1 (HILL Kevin / ROBANSKE Christopher),CAN,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13333""}",verified,live-source
fis-snowboard-world-championships--2017,team,,women,open,,Snowboard Cross Team,1,FRANCE 1 (MOENNE LOCCOZ Nelly / TRESPEUCH Chloe),FRA,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13332""}",verified,live-source
fis-snowboard-world-championships--2017,team,,women,open,,Snowboard Cross Team,2,FRANCE 2 (PETIT Manon / BANKES Charlotte),FRA,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13332""}",verified,live-source
fis-snowboard-world-championships--2017,team,,women,open,,Snowboard Cross Team,3,USA 1 (JACOBELLIS Lindsey / GULINI Faye),USA,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=13332""}",verified,live-source
fis-snowboard-world-championships--2019,boardercross,,men,open,,,1,DIERDORFF Mick,USA,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15328""}",verified,live-source
fis-snowboard-world-championships--2019,boardercross,,men,open,,,2,DOUSCHAN Hanno,AUT,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15328""}",verified,live-source
fis-snowboard-world-championships--2019,boardercross,,men,open,,,3,PERATHONER Emanuel,ITA,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15328""}",verified,live-source
fis-snowboard-world-championships--2019,boardercross,,women,open,,,1,SAMKOVA Eva,CZE,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15327""}",verified,live-source
fis-snowboard-world-championships--2019,boardercross,,women,open,,,2,BANKES Charlotte,GBR,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15327""}",verified,live-source
fis-snowboard-world-championships--2019,boardercross,,women,open,,,3,MOIOLI Michela,ITA,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15327""}",verified,live-source
fis-snowboard-world-championships--2019,halfpipe,,men,open,,,1,JAMES Scotty,AUS,97.50,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15340""}",verified,live-source
fis-snowboard-world-championships--2019,halfpipe,,men,open,,,2,TOTSUKA Yuto,JPN,92.25,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15340""}",verified,live-source
fis-snowboard-world-championships--2019,halfpipe,,men,open,,,3,BURGENER Patrick,SUI,91.25,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15340""}",verified,live-source
fis-snowboard-world-championships--2019,halfpipe,,women,open,,,1,KIM Chloe,USA,93.50,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15339""}",verified,live-source
fis-snowboard-world-championships--2019,halfpipe,,women,open,,,2,CAI Xuetong,CHN,84.00,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15339""}",verified,live-source
fis-snowboard-world-championships--2019,halfpipe,,women,open,,,3,MASTRO Maddie,USA,82.00,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15339""}",verified,live-source
fis-snowboard-world-championships--2019,parallel-giant-slalom,,men,open,,,1,LOGINOV Dmitry,RUS,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15332""}",verified,live-source
fis-snowboard-world-championships--2019,parallel-giant-slalom,,men,open,,,2,MASTNAK Tim,SLO,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15332""}",verified,live-source
fis-snowboard-world-championships--2019,parallel-giant-slalom,,men,open,,,3,BAUMEISTER Stefan,GER,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15332""}",verified,live-source
fis-snowboard-world-championships--2019,parallel-giant-slalom,,women,open,,,1,JOERG Selina,GER,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15331""}",verified,live-source
fis-snowboard-world-championships--2019,parallel-giant-slalom,,women,open,,,2,SOBOLEVA Natalia,RUS,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15331""}",verified,live-source
fis-snowboard-world-championships--2019,parallel-giant-slalom,,women,open,,,3,JENNY Ladina,SUI,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15331""}",verified,live-source
fis-snowboard-world-championships--2019,parallel-slalom,,men,open,,,1,LOGINOV Dmitry,RUS,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15334""}",verified,live-source
fis-snowboard-world-championships--2019,parallel-slalom,,men,open,,,2,FISCHNALLER Roland,ITA,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15334""}",verified,live-source
fis-snowboard-world-championships--2019,parallel-slalom,,men,open,,,3,BAUMEISTER Stefan,GER,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15334""}",verified,live-source
fis-snowboard-world-championships--2019,parallel-slalom,,women,open,,,1,ZOGG Julie,SUI,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15333""}",verified,live-source
fis-snowboard-world-championships--2019,parallel-slalom,,women,open,,,2,DANCHA Annamari,UKR,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15333""}",verified,live-source
fis-snowboard-world-championships--2019,parallel-slalom,,women,open,,,3,HOFMEISTER Ramona Theresia,GER,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15333""}",verified,live-source
fis-snowboard-world-championships--2019,slopestyle,,men,open,,,1,CORNING Chris,USA,93.25,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15344""}",verified,live-source
fis-snowboard-world-championships--2019,slopestyle,,men,open,,,2,MCMORRIS Mark,CAN,93.00,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15344""}",verified,live-source
fis-snowboard-world-championships--2019,slopestyle,,men,open,,,3,HENKES Judd,USA,90.50,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15344""}",verified,live-source
fis-snowboard-world-championships--2019,slopestyle,,women,open,,,1,SADOWSKI SYNNOTT Zoi,NZL,91.75,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15343""}",verified,live-source
fis-snowboard-world-championships--2019,slopestyle,,women,open,,,2,NORENDAL Silje,NOR,88.75,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15343""}",verified,live-source
fis-snowboard-world-championships--2019,slopestyle,,women,open,,,3,ANDERSON Jamie,USA,87.25,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15343""}",verified,live-source
fis-snowboard-world-championships--2019,team,,mixed,open,,Snowboard Cross Team,1,USA 1 (DIERDORFF Mick / JACOBELLIS Lindsey),USA,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15329""}",verified,live-source
fis-snowboard-world-championships--2019,team,,mixed,open,,Snowboard Cross Team,2,ITALY 1 (VISINTIN Omar / MOIOLI Michela),ITA,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15329""}",verified,live-source
fis-snowboard-world-championships--2019,team,,mixed,open,,Snowboard Cross Team,3,GERMANY 1 (BERG Paul / IHEDIOHA Hanna),GER,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=15329""}",verified,live-source
fis-snowboard-world-championships--2021,big-air,,men,open,,,1,MCMORRIS Mark,CAN,179.25,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17516""}",verified,live-source
fis-snowboard-world-championships--2021,big-air,,men,open,,,2,PARROT Max,CAN,178.25,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17516""}",verified,live-source
fis-snowboard-world-championships--2021,big-air,,men,open,,,3,KLEVELAND Marcus,NOR,176.25,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17516""}",verified,live-source
fis-snowboard-world-championships--2021,big-air,,women,open,,,1,BLOUIN Laurie,CAN,177.75,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17515""}",verified,live-source
fis-snowboard-world-championships--2021,big-air,,women,open,,,2,SADOWSKI SYNNOTT Zoi,NZL,176.75,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17515""}",verified,live-source
fis-snowboard-world-championships--2021,big-air,,women,open,,,3,ONITSUKA Miyabi,JPN,174.75,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17515""}",verified,live-source
fis-snowboard-world-championships--2021,boardercross,,men,open,,,1,EGUIBAR Lucas,ESP,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17506""}",verified,live-source
fis-snowboard-world-championships--2021,boardercross,,men,open,,,2,HAEMMERLE Alessandro,AUT,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17506""}",verified,live-source
fis-snowboard-world-championships--2021,boardercross,,men,open,,,3,GRONDIN Eliot,CAN,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17506""}",verified,live-source
fis-snowboard-world-championships--2021,boardercross,,women,open,,,1,BANKES Charlotte,GBR,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17505""}",verified,live-source
fis-snowboard-world-championships--2021,boardercross,,women,open,,,2,MOIOLI Michela,ITA,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17505""}",verified,live-source
fis-snowboard-world-championships--2021,boardercross,,women,open,,,3,SAMKOVA Eva,CZE,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17505""}",verified,live-source
fis-snowboard-world-championships--2021,halfpipe,,men,open,,,1,TOTSUKA Yuto,JPN,96.25,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17504""}",verified,live-source
fis-snowboard-world-championships--2021,halfpipe,,men,open,,,2,JAMES Scotty,AUS,90.50,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17504""}",verified,live-source
fis-snowboard-world-championships--2021,halfpipe,,men,open,,,3,SCHERRER Jan,SUI,87.00,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17504""}",verified,live-source
fis-snowboard-world-championships--2021,halfpipe,,women,open,,,1,KIM Chloe,USA,93.75,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17503""}",verified,live-source
fis-snowboard-world-championships--2021,halfpipe,,women,open,,,2,MASTRO Maddie,USA,89.00,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17503""}",verified,live-source
fis-snowboard-world-championships--2021,halfpipe,,women,open,,,3,CASTELLET Queralt,ESP,87.50,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17503""}",verified,live-source
fis-snowboard-world-championships--2021,parallel-giant-slalom,,men,open,,,1,LOGINOV Dmitry,RSF,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17514""}",verified,live-source
fis-snowboard-world-championships--2021,parallel-giant-slalom,,men,open,,,2,FISCHNALLER Roland,ITA,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17514""}",verified,live-source
fis-snowboard-world-championships--2021,parallel-giant-slalom,,men,open,,,3,SOBOLEV Andrey,RSF,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17514""}",verified,live-source
fis-snowboard-world-championships--2021,parallel-giant-slalom,,women,open,,,1,JOERG Selina,GER,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17513""}",verified,live-source
fis-snowboard-world-championships--2021,parallel-giant-slalom,,women,open,,,2,NADYRSHINA Sofia,RSF,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17513""}",verified,live-source
fis-snowboard-world-championships--2021,parallel-giant-slalom,,women,open,,,3,DUJMOVITS Julia,AUT,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17513""}",verified,live-source
fis-snowboard-world-championships--2021,parallel-slalom,,men,open,,,1,KARL Benjamin,AUT,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17518""}",verified,live-source
fis-snowboard-world-championships--2021,parallel-slalom,,men,open,,,2,PROMMEGGER Andreas,AUT,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17518""}",verified,live-source
fis-snowboard-world-championships--2021,parallel-slalom,,men,open,,,3,LOGINOV Dmitry,RSF,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17518""}",verified,live-source
fis-snowboard-world-championships--2021,parallel-slalom,,women,open,,,1,NADYRSHINA Sofia,RSF,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17517""}",verified,live-source
fis-snowboard-world-championships--2021,parallel-slalom,,women,open,,,2,HOFMEISTER Ramona Theresia,GER,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17517""}",verified,live-source
fis-snowboard-world-championships--2021,parallel-slalom,,women,open,,,3,JOERG Selina,GER,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17517""}",verified,live-source
fis-snowboard-world-championships--2021,slopestyle,,men,open,,,1,KLEVELAND Marcus,NOR,90.66,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17678""}",verified,live-source
fis-snowboard-world-championships--2021,slopestyle,,men,open,,,2,TOUTANT Sebastien,CAN,82.53,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17678""}",verified,live-source
fis-snowboard-world-championships--2021,slopestyle,,men,open,,,3,RINNEKANGAS Rene,FIN,82.51,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17678""}",verified,live-source
fis-snowboard-world-championships--2021,slopestyle,,women,open,,,1,SADOWSKI SYNNOTT Zoi,NZL,85.95,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17677""}",verified,live-source
fis-snowboard-world-championships--2021,slopestyle,,women,open,,,2,ANDERSON Jamie,USA,81.10,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17677""}",verified,live-source
fis-snowboard-world-championships--2021,slopestyle,,women,open,,,3,COADY Tess,AUS,78.13,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17677""}",verified,live-source
fis-snowboard-world-championships--2021,team,,mixed,open,,Snowboard Cross Team,1,AUSTRALIA 1 (HUGHES Jarryd / BROCKHOFF Belle),AUS,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17508""}",verified,live-source
fis-snowboard-world-championships--2021,team,,mixed,open,,Snowboard Cross Team,2,ITALY 1 (SOMMARIVA Lorenzo / MOIOLI Michela),ITA,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17508""}",verified,live-source
fis-snowboard-world-championships--2021,team,,mixed,open,,Snowboard Cross Team,3,FRANCE 2 (LE BLE JAQUES Leo / PEREIRA DE SOUSA MABILEAU Julia),FRA,,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=17508""}",verified,live-source
fis-snowboard-world-championships--2023,big-air,,men,open,,,1,HASEGAWA Taiga,JPN,177.25,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=19972""}",verified,live-source
fis-snowboard-world-championships--2023,big-air,,men,open,,,2,ROISLAND Mons,NOR,157.25,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=19972""}",verified,live-source
fis-snowboard-world-championships--2023,big-air,,men,open,,,3,HUBER Nicolas,SUI,150.50,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=19972""}",verified,live-source
fis-snowboard-world-championships--2023,big-air,,women,open,,,1,GASSER Anna,AUT,162.50,,"{""https://www.fis-ski.com/DB/general/results.html?sectorcode=SB&raceid=19971""}",verified,live-source
